rfp_title,biz_domain,detail_desc
출입관리,필수행정,"○ 방문자 관리: 
- 내부·외부망을 이용한 방문자 사전 등록기능 제공"
출입관리,필수행정,○ 식당이용 관리: 식사인원 등의 정보를 관리하는 기능 제공
출입관리,필수행정,○ 출입 모니터링: 각 시설별 출입 또는 이용 현황을 조회하는 기능 제공
실적평가 준비,필수행정,○ 공통기준 설정: 실적평가 평가기간을 설정하는 기능 제공
실적평가 준비,필수행정,○ 공통기준 설정: 실적평가 평가대상부서를 설정하는 기능 제공
실적평가 준비,필수행정,○ 공통기준 설정: 평가대상부서 평가자 등을 설정하는 기능 제공
실적평가 준비,필수행정,○ 감사부서 기준 설정: 감사부서 단계별 추진율 정보를 설정하는 기능 제공
실적평가 준비,필수행정,○ 감사부서 기준 설정: 감사사항 순인원가중치 정보를 설정하는 기능 제공
실적평가 준비,필수행정,○ 감사부서 기준 설정: 조기/지연처리 가감점율 정보를 설정하는 기능 제공
실적평가 준비,필수행정,○ 감사부서 기준 설정: 감사단계별 기준처리기간 정보를 설정하는 기능 제공
실적평가 준비,필수행정,○ 감사부서 기준 설정: 평가등급 및 가중치 정보를 설정하는 기능 제공
실적평가 준비,필수행정,○ 감사부서 기준 설정: 기여율배분기준 정보를 설정하는 기능 제공
실적평가 준비,필수행정,○ 감사부서 기준 설정:  우수지적사항기준 정보를 설정하는 기능 제공
실적평가 준비,필수행정,○ 감사부서 기준 설정:  특별가산점기준 정보를 설정하는 기능 제공
실적평가 준비,필수행정,○ 감사부서 기준 설정: 감사외업무기준 등의 정보를 설정하는 기능 제공
실적평가 준비,필수행정,○ 기본평점 부여: 실적평가 기본평점 정보를 관리하는 기능 제공
실적평가 준비,필수행정,○ 실적평가 자료입력: 실적평가 대상인 감사사항의 정보를 관리하는 기능 제공
실적평가 준비,필수행정,○ 실적평가 자료입력: 실적평가 대상인 감사업무 및 감사단계  정보를 관리하는 기능 제공
실적평가 준비,필수행정,○ 실적평가 자료입력: 실적평가 대상인  감사청구사항 등의 정보를 관리하는 기능 제공
실적평가 진행,필수행정,"○ 감사부서 실적평가: 지적사항 평가, 지적사항 평가(개인)를 처리하는 기능 제공"
실적평가 진행,필수행정,○ 감사부서 실적평가: 감사사항 평가를 처리하는 기능 제공
실적평가 진행,필수행정,○ 감사부서 실적평가:  감사실적 우수자 추천 및 평가를 처리하는 기능 제공
실적평가 진행,필수행정,○ 감사부서 실적평가:  우수지적사항 평가를 처리하는 기능 제공
실적평가 진행,필수행정,"○ 감사부서 실적평가:  감사청구 평가, 감사청구 평가(개인)를 처리하는 기능 제공"
실적평가 진행,필수행정,○ 감사부서 실적평가:  우수지적사항 점수부여를 처리하는 기능 제공
실적평가 진행,필수행정,○ 감사부서 실적평가: 감사사항 조정점 부여를 처리하는 기능 제공
실적평가 진행,필수행정,○ 감사부서 실적평가: 특별가산점 부여/신청/검토를 처리하는 기능 제공
실적평가 진행,필수행정,○ 감사부서 실적평가: 감사외업무평가 신청/검토/평가 등을 처리하는 기능 제공
실적평가 진행,필수행정,○ 지원부서 실적평가: 지원부서 단위업무 입력에 대한 처리하는 기능 제공
실적평가 진행,필수행정,○ 지원부서 실적평가: 단위업무 평가에 대한 처리하는 기능 제공
실적평가 진행,필수행정,○ 지원부서 실적평가: 개인실적평가 등을 처리하는 기능 제공
실적평가 진행,필수행정,○ 관리운영직 등 실적평가: 관리운영직 등의 단위업무 입력을 처리하는 기능 제공
실적평가 진행,필수행정,○ 관리운영직 등 실적평가: 단위업무 평가를 처리하는 기능 제공
실적평가 진행,필수행정,○ 관리운영직 등 실적평가: 개인실적평가 등을 처리하는 기능 제공
실적평가 진행,필수행정,○ 실적평가 진행현황: 감사사항에 대한 평가진행현황 조회 기능 제공
실적평가 진행,필수행정,○ 실적평가 진행현황: 감사청구에 대한 평가진행현황 조회 기능 제공
실적평가 진행,필수행정,○ 실적평가 진행현황: 지적사항에 대한 평가진행현황 조회 기능 제공
실적평가 진행,필수행정,○ 실적평가 진행현황: 우수지적사항에 대한 평가진행현황 조회 기능 제공
실적평가 진행,필수행정,○ 실적평가 진행현황: 특별가산점에 대한 평가진행현황 조회 기능 제공
실적평가 진행,필수행정,○ 실적평가 진행현황: 감사외업무에 대한 평가진행현황 조회 기능 제공
실적평가 진행,필수행정,○ 실적평가 진행현황: 관리운영직등에 대한 평가진행현황 조회 기능 제공
실적평가 결과산출 및 이의신청관리,필수행정,○ 평가결과 산출: 평가결과 산출수식을 관리하는 기능 제공
실적평가 결과산출 및 이의신청관리,필수행정,○ 평가결과 산출: 평가결과 산출결과 등을 관리하는 기능 제공
실적평가 결과산출 및 이의신청관리,필수행정,○ 평가결과 이의신청 관리: 평가결과 이의신청 처리 기능 제공
실적평가 결과산출 및 이의신청관리,필수행정,○ 평가결과 이의신청 관리: 감사부서/지원부서/관리운영직등 이의신청 처리 기능 제공
실적평가 결과 관리,필수행정,"○ 감사부서 평가결과: 감사사항 평가결과, 부서별 평가결과, 개인별 평가결과 정보를 조회하는 기능 제공"
실적평가 결과 관리,필수행정,○ 지원부서 평가결과: 단위업무 평가결과 정보를 조회하는 기능 제공
실적평가 결과 관리,필수행정,○ 지원부서 평가결과: 부서별 평가결과 정보를 조회하는 기능 제공
실적평가 결과 관리,필수행정,○ 지원부서 평가결과: 개인별 보정평점 정보를 조회하는 기능 제공
실적평가 결과 관리,필수행정,○ 지원부서 평가결과: 개인별 평가결과 정보를 조회하는 기능 제공
실적평가 결과 관리,필수행정,○ 관리운영직 등 평가결과: 부서별 평가결과 정보를 조회하는 기능 제공
실적평가 결과 관리,필수행정,○ 관리운영직 등 평가결과: 개인별 평가결과 정보를 조회하는 기능 제공
내부 포털 공통사항,사용자포털,"○ 시스템 공통사항
- Non-ActiveX 지원"
내부 포털 공통사항,사용자포털,- Bootstrap 기반의 최신 UI/UX 구성
내부 포털 공통사항,사용자포털,"- WAS 재기동없이 소스 배포(JAVA, JSP, XML(SQL Mapper, 위젯설정)), 핫스왑 기능 제공, 세션 끊김 방지"
내부 포털 공통사항,사용자포털,"- 쿼리를 이용한 REST API(XML,JS○N) 제공(AES128, AES256, SHA 256 암호화 기능 제공)"
내부 포털 공통사항,사용자포털,"- 멀티 브라우저 지원(FireFox, ○pera, Chr○me, Safari, Edge환경 지원)"
내부 포털 공통사항,사용자포털,"- 특정 OS, WAS, DB, 브라우저에 종속되지 않는 구조로 설계"
내부 포털 공통사항,사용자포털,- 개인별 권한 및 역할에 따라 포틀릿 구성 및 업무 화면 설정 제공
내부 포털 공통사항,사용자포털,"- 개인별 테마 색상 및 폰트 크기 설정 기능 제공 (계절별/가독성 고려 포함)
* 색상(color): 사용자 피로도 최소화 및 가독성을 고려한 색상 계열로 구성하고, 계절별 색상이 변경 가능하도록 설계
* Font(크기): 사용자의 취향을 고려하여 폰트 사이즈 조절이 가능하도록 설계"
내부 포털 공통사항,사용자포털,- 사용자 및 그룹별로 메뉴 구성 및 화면 레이아웃 설정 기능 제공
내부 포털 공통사항,사용자포털,- 보안 및 취약점 보호대책을 제시
내부 포털 공통사항,사용자포털,- 멀티사이트 구성으로 관리자 기능 지원
내부 포털 공통사항,사용자포털,"- Web 환경 기반의 시스템 운영, 관리자 페이지 제공 "
내부 포털 공통사항,사용자포털,- 페이지 및 위젯별 사용자/권한 관리 기능 제공 
내부 포털 공통사항,사용자포털,- 효율적 관리를 위한 각종 통계 기능 제공
내부 포털 공통사항,사용자포털,- 페이지 생성 시 Drag&Dr○p 및 UI에 대한 직관적 설정 기능 제공 
내부 포털 공통사항,사용자포털,- 공통코드 관리 기능 제공 
내부 포털 공통사항,사용자포털,- 메시지 관리 기능 제공
내부 포털 공통사항,사용자포털,- 다국어 관리 기능 제공 
내부 포털 공통사항,사용자포털,- 최신 전자정부 프레임워크를 준수하는 아키텍쳐 사용
내부 포털 공통사항,사용자포털,"- 반응형 웹 기술을 적용하여 PC 및 모바일 환경에서의 접속을 안정적으로 지원
 - 접속하는 디바이스의 화면 크기에 맞도록 가변적인 화면구성을 지원"
내부 포털 공통사항,사용자포털,"○ EAM/SSO와 연계되도록 구성
* 관련 기능: 전자결재, 그룹웨어, 메신저, 홈페이지 Extranet Access Management(EAM) / Identity Management(IM)"
개발 환경 공통사항,사용자포털,"○ 개발 환경
- 프로그램 개발은 사업 수행 시 정의된 개발 표준에 의해 수행"
개발 환경 공통사항,사용자포털," -개발도구는 eclipse를 사용하는 것을 기본으로 하며, 감사원과 협의하여 변경 가능함"
개발 환경 공통사항,사용자포털,- 프로그램 개발 시 적합한 형상관리 도구를 사용하여 개발된 코드의 버전 관리를 해야 하며 형상관리 도구와 개발도구는 상호 연계
개발 환경 공통사항,사용자포털,"- 개발언어는 Java로 하며, 개발된 프로그램은 JDK 1.8 이상에서 동작"
개발 환경 공통사항,사용자포털,- 프로그램은 개발 서버에서 개발 후 최종 테스트를 완료한 뒤 운영서버로 배포
개발 환경 공통사항,사용자포털,- 개발된 프로그램이 관리자에 의해 개발서버에서 운영서버로 One Stop 배포가 이루어질 수 있도록 배포환경을 구성
포털 기본 기능,사용자포털,"○ 사용자 편의를 고려한 UI 및 컨텐츠 구성
- 다양한 레이아웃, 컨텐츠, 페이지, 메뉴 구성 기능으로 구성"
포털 기본 기능,사용자포털,"- 다양한 형식(목록, 탭, 배너, 이미지보드, 팝업 존)의 컨텐츠 정보 안내기능 제공"
포털 기본 기능,사용자포털,"- URL 및 데이터 연계(JS○N, XML 등)를 이용한 콘텐츠를 생성 기능"
포털 기본 기능,사용자포털,- 화면에 표시되는 정보는 사용자/부서별 특성에 따라 맞춤형 기능 제공
포털 기본 기능,사용자포털,- 개인 프로파일 정보 관리를 통해 사용자의 기본정보 관리기능 제공
포털 기본 기능,사용자포털,- 특정 또는 주요 게시판 목록 출력
포털 기본 기능,사용자포털,- 조직도 부서 정보 트리 및 부서별 사용자 정보 조회 기능
포털 기본 기능,사용자포털,- 다양한 검색조건을 사용한 사용자 또는 업무메뉴 검색 기능
포털 기본 기능,사용자포털,"- 접속 이력(시간/메뉴별) 및 컨텐츠 등록, 수정, 조회, 삭제에 대한 로깅"
포털 기본 기능,사용자포털,- 템플릿 기반의 화면 구성으로 다양한 템플릿을 관리 적용
포털 기본 기능,사용자포털,"○ 온나라, 메신저, e사람과 연동하여 결재정보 알림 기능 제공"
포털 기본 기능,사용자포털,"○ 관리자 페이지에서 EP, SS○, CMS 통합 관리"
포털 기본 기능,사용자포털,○ 연계 대상이 Web환경인 경우 Web Clipping 방식을 이용하여 대상시스템 특정 영역을 화면 연계
포털 기본 기능,사용자포털,"○ 연계대상 시스템의 인터페이스에 따라 JDBC, ○pen API, 웹서비스 등 표준 데이터 방식으로 연계"
포털 기본 기능,사용자포털,"○ HTTP, 웹서비스, RSS, XML을 이용하여 콘텐츠 통합 지원"
포털 기본 기능,사용자포털,○ Non-ActiveX
포털 기본 기능,사용자포털,○ 모든 OS 및 DB지원
포털 기본 기능,사용자포털,"○ 접근관리
 - 개인별 권한 관리"
포털 기본 기능,사용자포털,"- 각 메뉴별, 그룹별 권한관리"
포털 기본 기능,사용자포털,- 보안정책에 의한 접근관리
포털 기본 기능,사용자포털,- 인사자료와 권한 및 조직도 자동연계
포털 기본 기능,사용자포털,"○ 위젯관리
- 퍼블리싱 및 디자인 수정 없이 간편하게 위젯을 Drag & Drop으로 개인화 페이지 설정"
포털 기본 기능,사용자포털,"- 기본 위젯 제공, 설정 및 초기화"
포털 기본 기능,사용자포털,- 감사원의 요구에 맞게 위젯 커스터마이징
포털 기본 기능,사용자포털,"○ SSO
- 단일 로그인"
포털 기본 기능,사용자포털,- 애플리케이션에 통합계정관리 기능 제공
포털 기본 기능,사용자포털,- 구축 대상 시스템내 SS○기능
포털 기본 기능,사용자포털,- 표준 암호 알고리즘을 이용한 암호화 전송
권한관리,사용자포털,"○ 사용자, 조직, 역할별 접근권한 및 기능권한 관리 기능
- 사용자/조직/권한그룹/직급/직위/직책/직무 구분에 따른 컨텐츠 및 메뉴에 대한 접근권한 통제 및 권한규칙 부여 기능"
권한관리,사용자포털,- 포털 내 콘텐츠 및 메뉴의 활성/비활성 상태를 설정하고 관리할 수 있는 기능
권한관리,사용자포털,○ 관리자 페이지에 대한 IP 또는 사용자 기반 접근 통제
조직관리,사용자포털,"○ 조직관리 기능
- 조직/사용자를 등록/수정/삭제하는 기능"
조직관리,사용자포털,- 권한그룹 및 직위/직책/직급/직무를 관리하는 기능
조직관리,사용자포털,"- 사용자 기본 정보 및 주소, 이미지 정보 관리"
조직관리,사용자포털,"- 사용자에 대한 직무대리, 겸직, 파견, 퇴사, 휴직 정보에 대한 관리 기능"
조직관리,사용자포털,- 조직도 조회 및 조직/사용자 검색 기능
조직관리,사용자포털,"- 사용자 기본정보 외에 추가적으로 필요한 속성정보(담당업무 등)를  등록, 관리할 수 있는 기능"
조직관리,사용자포털,○ 표준인사정보시스템과 연계를 통해 조직/사용자 정보변경 시 시스템에 자동 업데이트 기능 제공
게시판,사용자포털,"○ 게시판 기능
- 시스템 관리자가 게시판을 생성/수정/삭제하거나 게시물을 이동 처리"
게시판,사용자포털,- 기본 게시판 필드 외에 확장 필드를 추가할 수 있는 기능
게시판,사용자포털,"- 목록, 등록, 조회 화면에서 사용할 게시판 필드를 선택할 수 있는 기능"
게시판,사용자포털,- 게시판 목록을 다양한 형태로 제공
게시판,사용자포털,"- 기본형, 익명, 답변형, 부서 게시판 등 다양한 게시판 기능 제공"
게시판,사용자포털,"- 게시판별 댓글(익명/실명), 태그, 이동, 복사, 추천/비추천 등 부가 기능을 설정할 수 있는 기능"
게시판,사용자포털,- 각 게시판의 상태를 관리할 수 있는 기능
게시판,사용자포털,- 게시판 구성에 필요한 각종 코드를 관리할 수 있는 기능
게시판,사용자포털,"- 게시판 각 화면(등록, 조회, 목록) 디자인 탬플릿 관리 기능"
게시판,사용자포털,"- 게시글에 대한 이동, 복사, 검색, 삭제 및 상단 고정 기능"
게시판,사용자포털,- 게시글 등록 시 입력한 내용에 대한 미리보기 기능
게시판,사용자포털,"- 게시물 등록 시 중요도 및 게시기간, 게시대상, 예약게시 설정 기능"
게시판,사용자포털,- 게시물별 권한 설정 및 심의/반려 기능
게시판,사용자포털,"- 모바일 및 타 시스템 연계에 필요한 Open API 제공 (게시판 목록, 게시글 등록/조회/수정/삭제, 댓글 등록/조회/수정/삭제 등)"
게시판,사용자포털,- 게시판 첨부파일 갯수 및 개별/전체 파일에 대한 Size 제한 기능
게시판,사용자포털,- 게시판 생성 위젯(모음 유틸리티) 및 개인화 위젯 제공
게시판,사용자포털,- Drag&Drop을 이용한 첨부파일 추가 기능
게시판,사용자포털,- 게시판 사용현황 통계기능
게시판,사용자포털,"- 게시판 종합현황(게시판명, 게시판 담당자, 담당자 부서, 최근 게시물 등 록일, 게시물 수, 답변 수, 조회 수 등)"
게시판,사용자포털,"- 나의 게시판: 나의 게시물 목록 설정, 최신 게시물 표시기능"
게시판,사용자포털,- 현재 게시판 구성된 게시판 목록 및 기능 반영
게시판,사용자포털,"- 공지사항 관리(공지방법, 기간, 위치 및 적용범위 설정)"
게시판,사용자포털,"- 다운로드를 포함한 게시물 현황에 대한 통계자료를 게시판 유형, 게시판 템플릿, 게시판 속성에 따라 기간별(연도, 월, 일)로 조회할 수 있는 기능 제공"
게시판,사용자포털,- 게시글 등록 시 결재가 필요한 사항은 단위과제카드를 선택하여 결재 종료 후 등록기능 제공
게시판,사용자포털,"- 공지사항, 일반게시판, 방명록 등의 게시판을 생성하고 등록된 게시판들에 대하여 관련된 속성정보를 관리할 수 있는 기능 제공"
게시판,사용자포털,"- 생성된 게시판을 활용하여 게시물을 등록, 조회할 수 있는 기능 제공"
게시판,사용자포털,"- 사용자 간의 정보공유를 위해 사용하는 게시판을 일반게시판, 공지사항, 부서 게시판, 익명게시판의 형태로 제공"
게시판,사용자포털,- 사용자 간의 정보공유를 위해 공통으로 사용되는 게시판을 관리할 수 있도록 게시물을 등록하고 등록된 게시물의 목록을 조회할 수 있는 기능 제공
게시판,사용자포털,- 게시판에 등록된 글에 대하여 댓글을 작성할 수 있는 기능 제공
게시판,사용자포털,"- 게시판 댓글에 대한 추가 댓글, 댓글에 대한 추천/비추천 기능 제공 "
게시판,사용자포털,"- 사용자가 각 게시판의 게시글을 등록, 수정, 삭제 및 조회할 수 있는 기능 제공"
게시판,사용자포털,- 사용자가 선택하여 등록한 여러 게시판의 특정 글들을 한 곳에 모아 조회할 수 있는 기능 제공
게시판,사용자포털,- 게시판에 등록된 글에 대하여 추천/비추천 등 만족도 및 댓글을 작성할 수 있는 기능 제공
게시판,사용자포털,"○ 게시판 메뉴에 depth가 있는 경우 현재 표시하고 있는 메뉴의 전체경로 정보를 제공하고, 제공된 전체경로에 포함된 중간 또는 최상위 경로 선택 시 해당경로 이동기능 제공"
게시판,사용자포털,"○ HTML5를 지원하는 사용자 브라우저에 서버가 주기적으로 공지내용을 전송하고, 전송된 공지내용을 사용자 브라우저에서 주기적으로 노출시키며, 관리자는 공지내용을 관리하는 기능 제공
* 관리 기능은 실시간 공지 목록조회, 상세조회, 등록, 삭제 등으로 구성
* 사용자 기능은 실시간 공지 서비스 수락/거절, 메시지 확인, 메시지수신/메시지 거부 등으로 구성"
게시판,PMO/QC,○ 전체 게시판 메뉴를 한눈에 보여주고 메뉴에 해당하는 화면으로의 링크를 제공
게시판,PMO/QC,○ 전체 공지사항은 게시 요청자의 부서장 및 시스템 관리자의 통제하에 게시할 수 있는 기능 제공
게시판,PMO/QC,"○ 필수 공지사항은 동일소속 직원이 공지사항 열람 여부를 알 수 있는 정보를 제공
* 구현되는 내용에 대한 상세사항은 담당자와 협의"
일정관리,사용자포털,"○ 일정관리 기능
- 조직/사용자/포털의 기본 캘린터 제공 및 사용자 정의 캘린더 생성 기능"
일정관리,사용자포털,"- 캘린더 권한설정, 관심 캘린더 등 캘린더 공유(공개, 비공개) 기능"
일정관리,사용자포털,"- 기념일(음력/양력, 반복설정, 연휴설정 등)을 생성/수정/삭제 기능"
일정관리,사용자포털,- 주요 공통행사 일정 공유 기능을 통해 등록된 사용자 일정에 공통행사 일정을 자동 등록
일정관리,사용자포털,"- 일정에 대한 포털/사용자별 환경설정 기능(한 주의 시작, 음력표시, 날짜형식, 알림설정, 업무시간 등)"
일정관리,사용자포털,- 일정 구성에 필요한 각종 코드를 관리할 수 있는 기능
일정관리,사용자포털,"- 일정 등록 시 간편 등록, 상세등록, Drag&Drop을 통한 일정 등록/수정 등 사용자 편의 기능"
일정관리,사용자포털,- 자주 사용하는 일정 형식에 대한 탬플릿 기능
일정관리,사용자포털,- 일/주/월별 및 목록 형태 등 다양한 현황조회 기능
일정관리,사용자포털,"- 타 시스템 연계에 필요한 Open API 제공(캘린더 목록, 일정 등록/수정/삭제/조회)"
일정관리,사용자포털,- 일정 위젯 기본 제공
일정관리,사용자포털,"- 타사용자, 타부서 일정 조회"
일정관리,사용자포털,"- 휴일 등록 기능(자체휴일, 대체휴일 등)"
일정관리,사용자포털,- 사용자의 세미나/강의/교육/회의/기타 일정에 대한 계획을 쉽고 편하게 관리할 수 있는 서비스로 월별/주간별/일별 일정보기 기능 제공
일정관리,사용자포털,- 인사정보 및 디지털감사 업무와 연계하여 동일 부서 직원의 근무상황 정보를 일정에 표시 또는 숨김처리 기능
일정관리,사용자포털,"- 사용자가 개인 일정관리와 부서일정관리를 이용할 때 일정에 대한 기록을 조회, 등록, 수정 기능 제공"
자원관리,사용자포털,"○ 자원관리 기능 제공
- 자원을 그룹별로 등록, 관리하는 기능"
자원관리,사용자포털,- 자원에 대한 관리자 지정 기능
자원관리,사용자포털,- 자원 등록시 자원 형태에 따른 커스텀 정보 필드 추가 기능
자원관리,사용자포털,- 자원에 대한 예약 및 자원정보를 조회할 수 있는 기능
자원관리,사용자포털,- 자원 예약 시 복수의 자원을 같이 예약할 수 있는 기능
자원관리,사용자포털,- 자원예약에 대한 관련자 추가 및 관련자로 추가된 사용자가 해당 예약정보를 조회
자원관리,사용자포털,- 자주 사용하는 자원 예약정보를 탬플릿화 하여 편리하게 예약을 할 수 있는 기능
자원관리,사용자포털,"- 간편예약, 상세예약, Drag&Drop을 통한 자원예약 편리 기능"
자원관리,사용자포털,"- 자원에 대한 예약정보를 일정과 동일하게 일별, 주별, 월별, 목록 형태로 조회하는 기능"
자원관리,사용자포털,"- 자원예약, 대기예약 및 심의/반려, 반납/반납확인 기능"
자원관리,사용자포털,"- 자원관리에 대한 포털/사용자별 환경설정 기능(한 주의 시작, 음력표시, 날짜형식, 알림설정, 업무시간 등)"
자원관리,사용자포털,"- 타 시스템 연계에 필요한 Open API 제공(자원조회, 자원예약/승인조회)"
자원관리,사용자포털,"- 자원예약 시 일정 및 메신저, SMS 연계 기능"
자원관리,사용자포털,- 자원 예약정보 위젯 제공(본인 예약 및 관련자로 추가된 예약에 관한 안내 정보)
자원관리,사용자포털,"- 회의실, 연락사무소, 감사교육원 숙소 등 각종 이용시설 및 공용차량 현황 관리"
설문관리,사용자포털,"○ 설문관리 기능
- 설문기간, 설문대상자(권한그룹/직급/직위/직책/부서/사용자) 설정 기능"
설문관리,사용자포털,"- 설문기간, 설문대상자(권한그룹/직급/직위/직책/부서/사용자) 설정 기능"
설문관리,사용자포털,"- 객관식(단일/다중 선택), 주관식(단답형/서술형), 복합형(객관식+주관식)설문 문항 작성 및 답변 등록 기능"
설문관리,사용자포털,- 설문문항 네비게이션 기능 및 설문문항/보기 자동 정렬기능
설문관리,사용자포털,"- 설문 참여/미참여자 목록 조회, 결과조회, 익명/실명, 필수 응답 기능"
설문관리,사용자포털,"- 설문, 문항 검색 및 복제기능"
설문관리,사용자포털,"- 보기 예제, 문항 및 설문지 디자인 템플릿 기능"
설문관리,사용자포털,"- 설문 결과조회, 통계기능 및 엑셀 저장 기능"
설문관리,사용자포털,- 설문 등록 권한 지정 및 심의 권한설정 기능
설문관리,사용자포털,"- 팝업, 메일, 쪽지, SMS를 통한 설문 참여안내 알림 기능"
설문관리,사용자포털,- 설문 기간 내 설문 응답 수정기능
설문관리,사용자포털,- 여러 개의 분류를 같은 항목으로 설문조사(ex: 시스템 만족도 조사)
설문관리,사용자포털,- 설문 결과 및 통계에 대한 시각화된 그래프 제공
설문관리,사용자포털,"* 설문관리 기능은 설문조사, 템플릿관리, 응답자관리, 질문관리, 항목관리 등으로 구성"
동호회,사용자포털,"○ 동호회 생성관리 기능 제공
* 동호회 생성관리는 동호회 목록조회, 동호회 생성, 동호회 상세조회, 동호회 수정, 템플릿 조회 팝업, 사용자 조회 팝업 기능으로 구성됨"
동호회,사용자포털,"○ 동호회 사용관리 기능을 통해 각종 게시판 관리, 동호회 관리 등의 기본적인 동호회 관리 기능 제공
* 동호회 사용관리는 동호회 게시판 관리 목록조회, 동호회 게시판 관리 등록, 동호회 게시판 관리 수정, 동호회 사용자 관리 목록조회, 동호회 관리 목록조회, 동호회 관리 등록, 동호회 관리 상세조회, 동호회 관리 수정 기능으로 구성됨"
동호회,사용자포털,"○ 동호회 회원관리는 동호회 사용자의 신청, 승인, 탈퇴 등 동호회 회원을 관리할 수 있는 기능 제공"
동호회,사용자포털,○ 동호회를 생성하고 등록된 동호회들에 대하여 관련된 속성정보를 관리할 수 있는 기능 제공
동호회,사용자포털,"○ 공지 게시판, 자유게시판, 자료실의 기본적인 동호회 서비스 기능 제공"
동호회,사용자포털,○ 관리자가 생성한 동호회에 대한 가입 신청/탈퇴 신청 기능 제공
동호회,사용자포털,○ 동호회에 가입한 회원만 볼 수 있는 정보와 동호회에 비가입한 회원이 볼 수 있는 정보를 구분하여 관리
클라우드 저장소,공통기반,"○ 감사원이 요구하는 개발AP, 상용SW는 국정자원관리원의 클라우드존에 적합하게 개발/설치/운용
  - (SDC) 업무 특성을 고려하여 클라우스 서비스(IaaS, PaaS) 환경을 배포하며, 범 용 x86 서버로 구성된 하이퍼바이저 기반으로 자원풀을 구성하고, 컨테이너 서버는 가상서버 위에 구성
  - (SDS) 저비용, 고효율의 x86서버 기반 블록·파일·오브젝트 스토리지 서비스를 제공하고, 가상화 자원에 대한 할당 및 스케일-아웃의 확장성이 지원되는 분산 스토리지 자원풀로 구성
  - (SDN) 서비스 확장, 재배치, 이동성을 고려한 오버레이(VxLAN, EVPN 등) 기술을 적용하여 가용존 내, 가용존 간, 센터 간 확장을 제공하고, 정책 기반의 보안정책을 적용
* 업무 특성 및 성능을 고려한 NFV(NAT, G/W, LB 등)를 구성하여 유연한 네트워크 기능 가상화 제공"
IAM,PMO/QC,"○ 통합계정
- 관리자/사용자 PC에 별도의 설치 없이 사용 및 관리가 용이한 웹 관리 화면 지원"
IAM,PMO/QC,- 동적 그룹에 프로비저닝(Provisioning) 권한을 할당할 수 있어 동적 프로비저닝 관리가 가능하도록 하는 기능 지원
IAM,PMO/QC,"- 조직정보, 파견정보, 사용자정보, 계정정보, 통합관리 기능 지원"
IAM,PMO/QC,- 예약작업을 관리할 수 있어 비동기 작업이 가능한 기능 지원
IAM,PMO/QC,- 통합계정·권한관리 시스템 장애 시에도 업무시스템의 독립적 동작이 가능한 환경 구축
IAM,PMO/QC,- 웹 기반 관리 툴 및 조직정보 관리 기능 제공
IAM,PMO/QC,- 비밀번호 단방향 암호화 전송 기능
IAM,PMO/QC,"- 조직 및 사용자의 정보 저장 미디어 다양화(LDAP, Database)"
IAM,PMO/QC,- 관리자 위임 기능(조직 관리자)
IAM,PMO/QC,- Role 기반 및 승인 기능으로 접근서비스 제어
IAM,PMO/QC,"- 다양한 형태의 서비스 지원(API, URL, Web Service 등)"
IAM,PMO/QC,- 조직 및 사용자의 정보 변경에 대한 History 관리
IAM,PMO/QC, 조직 및 사용자의 정보 관리의 유연한 인터페이스 제공
IAM,PMO/QC,- 사용자 권한별 역할 정보를 관리하기 위한 기능 제공
IAM,PMO/QC,"- 시스템 사용을 위해 사용자에게 권한을 부여하기 위하여 업무담당자에 한하여 부서별 사용자 권한을 관리하기 위한 기능 제공
* 관리 기능은 등록, 수정, 삭제, 조회, 목록조회 등으로 구성함"
IAM,PMO/QC,"- 사용자 현황에 대한 통계자료를 유형, 상태에 따라 기간별(연도, 월, 일)로 조회할 수 있는 기능 제공"
IAM,PMO/QC,"- 화이트리스트(Whitelist)와 블랙리스트(Blacklist)를 조합한 접근제어 기능 제공
* 구현되는 내용에 대한 상세사항은 담당자와 협의"
IAM,PMO/QC,"○ 인사시스템 동기화
- 복수 HR 동기화 지원"
IAM,PMO/QC,- 조직·사용자 정보 등 동기화 항목 설정 및 속성 설정 기능 지원
IAM,PMO/QC,- 인사시스템 동기화 이력 관리기능 지원
IAM,PMO/QC,- 동기화 오류 로그 확인 및 재수행 기능 지원
IAM,PMO/QC,"○ 통합인증(SSO) 지원
- 사업범위 내 시스템에 대하여 통합인증 지원 및 구현방안 제시
* 온나라(G드라이브, 온메일 포함), e사람, 전자감사관리시스템, 공공감사시스템, BARON시스템, 실적평가시스템, 인사성과시스템, e팩스, e하드, e전송, 감사법령 등 감사원 내부시스템 전체"
IAM,PMO/QC,"- SAML, OAUTH 등"
IAM,PMO/QC,- 통합인증 기능은 PKI 인증 지원
IAM,PMO/QC,"- SSO 주요보안 요구사항 충족(데이터 기밀 유지, 데이터 무결성, 리플레이 공격 보호 등)"
IAM,PMO/QC,※ 통합인증을 적용하는 기관 사업추진 과정에서 변경될 수 있음
IAM,PMO/QC,※ 제안사가 제시한 통합 SSO 구현 방안은 감사원과 협의 후 변경가능
IAM,PMO/QC,※ 신규 시스템에서 기존 시스템 이용에 따른 연동 필요 시 인증기능 구현방안 제공
IAM,PMO/QC,"○ 대상 업무시스템 연계
- Legacy 업무 시스템에 대한 계정 Life-Cycle 관리"
